date,mine_id,item_id,supplier_id,weather_state,next_day_stockout,predicted_stockout_proba_next_day,predicted_stockout_flag_next_day,decision_alert_level
2024-02-14,M01,I01,S04,cloudy,0,2.3488872e-05,0,low
2024-02-15,M01,I01,S04,cloudy,0,6.502029e-05,0,low
2024-02-16,M01,I01,S04,clear,0,5.3722808e-05,0,low
2024-02-17,M01,I01,S04,clear,0,1.8653614e-05,0,low
2024-02-18,M01,I01,S04,clear,0,0.000121163386,0,low
2024-02-19,M01,I01,S04,clear,0,5.3968917e-05,0,low
2024-02-20,M01,I01,S04,cloudy,0,0.000101409896,0,low
2024-02-21,M01,I01,S04,clear,0,3.4533663e-05,0,low
2024-02-22,M01,I01,S04,clear,0,3.4518584e-05,0,low
2024-02-23,M01,I01,S04,clear,0,5.000744e-05,0,low
2024-02-24,M01,I01,S04,cloudy,0,1.39131e-05,0,low
2024-02-25,M01,I01,S04,clear,0,3.1558502e-05,0,low
2024-02-26,M01,I01,S04,cloudy,0,1.8901701e-05,0,low
2024-02-27,M01,I01,S04,cloudy,0,8.0280384e-05,0,low
2024-02-28,M01,I01,S04,cloudy,0,1.68672e-05,0,low
2024-02-29,M01,I01,S04,clear,0,0.00013397816,0,low
2024-03-01,M01,I01,S04,clear,0,4.0190815e-05,0,low
2024-03-02,M01,I01,S04,clear,0,1.7120272e-05,0,low
2024-03-03,M01,I01,S04,clear,0,0.00014173574,0,low
2024-03-04,M01,I01,S04,clear,0,0.00028865048,0,low
2024-03-05,M01,I01,S04,clear,0,0.00024118727,0,low
2024-03-06,M01,I01,S04,clear,0,5.895107e-05,0,low
2024-03-07,M01,I01,S04,clear,0,0.00015889737,0,low
2024-03-08,M01,I01,S04,clear,0,9.040031e-05,0,low
2024-03-09,M01,I01,S04,clear,0,4.6747362e-05,0,low
2024-03-10,M01,I01,S04,cloudy,0,8.1440456e-05,0,low
2024-03-11,M01,I01,S04,clear,0,9.8817465e-05,0,low
2024-03-12,M01,I01,S04,clear,0,0.00023849054,0,low
2024-03-13,M01,I01,S04,cloudy,0,0.00014297139,0,low
2024-03-14,M01,I01,S04,clear,0,0.00014736711,0,low
2024-03-15,M01,I01,S04,cloudy,0,0.00014663933,0,low
2024-03-16,M01,I01,S04,clear,0,3.115116e-05,0,low
2024-03-17,M01,I01,S04,clear,0,7.540293e-05,0,low
2024-03-18,M01,I01,S04,clear,0,0.0001681569,0,low
2024-03-19,M01,I01,S04,cloudy,0,9.1907605e-05,0,low
2024-03-20,M01,I01,S04,clear,0,0.00017089087,0,low
2024-03-21,M01,I01,S04,clear,0,7.628514e-05,0,low
2024-03-22,M01,I01,S04,clear,0,5.0812727e-05,0,low
2024-03-23,M01,I01,S04,cloudy,0,3.263566e-05,0,low
2024-03-24,M01,I01,S04,clear,0,6.5472566e-05,0,low
2024-03-25,M01,I01,S04,clear,0,0.00012568422,0,low
2024-03-26,M01,I01,S04,clear,0,2.9426508e-05,0,low
2024-03-27,M01,I01,S04,clear,0,7.974712e-05,0,low
2024-03-28,M01,I01,S04,clear,0,9.7898584e-05,0,low
2024-03-29,M01,I01,S04,clear,0,2.5543482e-05,0,low
2024-03-30,M01,I01,S04,clear,0,5.2929836e-06,0,low
2024-03-31,M01,I01,S04,clear,0,9.3100905e-05,0,low
2024-04-01,M01,I01,S04,cloudy,0,4.319545e-05,0,low
2024-04-02,M01,I01,S04,cloudy,0,0.00011500321,0,low
2024-04-03,M01,I01,S04,clear,0,6.245132e-05,0,low
2024-04-04,M01,I01,S04,clear,0,3.480965e-05,0,low
2024-04-05,M01,I01,S04,clear,0,0.00021440249,0,low
2024-04-06,M01,I01,S04,clear,0,4.837645e-05,0,low
2024-04-07,M01,I01,S04,clear,0,9.8257246e-05,0,low
2024-04-08,M01,I01,S04,clear,0,0.00012788484,0,low
2024-04-09,M01,I01,S04,clear,0,3.4836117e-05,0,low
2024-04-10,M01,I01,S04,clear,0,0.00011358238,0,low
2024-04-11,M01,I01,S04,clear,0,8.446802e-05,0,low
2024-04-12,M01,I01,S04,clear,0,1.5236337e-05,0,low
2024-04-13,M01,I01,S04,clear,0,1.14002205e-05,0,low
2024-04-14,M01,I01,S04,clear,0,1.4605788e-05,0,low
2024-04-15,M01,I01,S04,clear,0,0.00018348428,0,low
2024-04-16,M01,I01,S04,clear,0,4.332635e-05,0,low
2024-04-17,M01,I01,S04,clear,0,8.434865e-05,0,low
2024-04-18,M01,I01,S04,clear,0,0.0002159877,0,low
2024-04-19,M01,I01,S04,clear,0,4.8418544e-05,0,low
2024-04-20,M01,I01,S04,clear,0,5.673647e-05,0,low
2024-04-21,M01,I01,S04,clear,0,4.3855358e-05,0,low
2024-04-22,M01,I01,S04,clear,0,0.00016959096,0,low
2024-04-23,M01,I01,S04,clear,0,1.6352375e-05,0,low
2024-04-24,M01,I01,S04,clear,0,9.194811e-05,0,low
2024-04-25,M01,I01,S04,clear,0,1.5252445e-05,0,low
2024-04-26,M01,I01,S04,clear,0,6.2165877e-06,0,low
2024-04-27,M01,I01,S04,clear,0,3.9778508e-05,0,low
2024-04-28,M01,I01,S04,clear,0,1.5433705e-05,0,low
2024-04-29,M01,I01,S04,clear,0,0.00017939672,0,low
2024-04-30,M01,I01,S04,cloudy,0,5.6671743e-05,0,low
2024-05-01,M01,I01,S04,clear,0,3.5687513e-05,0,low
2024-05-02,M01,I01,S04,clear,0,2.8166816e-05,0,low
2024-05-03,M01,I01,S04,clear,0,0.00014037004,0,low
2024-05-04,M01,I01,S04,clear,0,2.8291835e-05,0,low
2024-05-05,M01,I01,S04,clear,0,0.0001236326,0,low
2024-05-06,M01,I01,S04,clear,0,6.7056726e-06,0,low
2024-05-07,M01,I01,S04,cloudy,0,7.641066e-05,0,low
2024-05-08,M01,I01,S04,clear,0,1.5966118e-05,0,low
2024-05-09,M01,I01,S04,clear,0,1.8332015e-05,0,low
2024-05-10,M01,I01,S04,clear,0,7.0645336e-05,0,low
2024-05-11,M01,I01,S04,white_wind,0,3.2512955e-05,0,low
2024-05-12,M01,I01,S04,clear,0,2.8530425e-05,0,low
2024-05-13,M01,I01,S04,clear,0,0.00049625465,0,low
2024-05-14,M01,I01,S04,clear,0,6.4554086e-05,0,low
2024-05-15,M01,I01,S04,clear,0,0.00011193901,0,low
2024-05-16,M01,I01,S04,clear,0,1.6147016e-05,0,low
2024-05-17,M01,I01,S04,clear,0,2.7478452e-05,0,low
2024-05-18,M01,I01,S04,cloudy,0,8.262041e-06,0,low
2024-05-19,M01,I01,S04,cloudy,0,2.1856397e-06,0,low
2024-05-20,M01,I01,S04,cloudy,0,2.9422778e-05,0,low
2024-05-21,M01,I01,S04,cloudy,0,5.2316127e-06,0,low
2024-05-22,M01,I01,S04,clear,0,2.355789e-06,0,low
2024-05-23,M01,I01,S04,clear,0,1.6664228e-06,0,low
2024-05-24,M01,I01,S04,clear,0,1.52877e-06,0,low
2024-05-25,M01,I01,S04,clear,0,1.6589686e-06,0,low
2024-05-26,M01,I01,S04,cloudy,0,7.4472296e-06,0,low
2024-05-27,M01,I01,S04,clear,0,2.8950913e-06,0,low
2024-05-28,M01,I01,S04,clear,0,3.433172e-05,0,low
2024-05-29,M01,I01,S04,cloudy,0,1.7946418e-06,0,low
2024-05-30,M01,I01,S04,clear,0,2.3859577e-06,0,low
2024-05-31,M01,I01,S04,clear,0,4.89986e-05,0,low
2024-06-01,M01,I01,S04,cloudy,0,1.405474e-05,0,low
2024-06-02,M01,I01,S04,clear,0,7.9716e-06,0,low
2024-06-03,M01,I01,S04,cloudy,0,0.000108309,0,low
2024-06-04,M01,I01,S04,cloudy,0,1.5620113e-05,0,low
2024-06-05,M01,I01,S04,cloudy,0,5.7516238e-05,0,low
2024-06-06,M01,I01,S04,white_wind,0,8.8554036e-05,0,low
2024-06-07,M01,I01,S04,cloudy,0,2.5769756e-05,0,low
2024-06-08,M01,I01,S04,cloudy,0,1.2651304e-05,0,low
2024-06-09,M01,I01,S04,clear,0,8.564043e-06,0,low
2024-06-10,M01,I01,S04,clear,0,4.8867732e-06,0,low
2024-06-11,M01,I01,S04,cloudy,0,1.9794932e-05,0,low
2024-06-12,M01,I01,S04,cloudy,0,1.4062703e-05,0,low
2024-06-13,M01,I01,S04,clear,0,1.3843813e-05,0,low
2024-06-14,M01,I01,S04,clear,0,4.7682215e-06,0,low
2024-06-15,M01,I01,S04,clear,0,4.8067695e-06,0,low
2024-06-16,M01,I01,S04,clear,0,3.901668e-06,0,low
2024-06-17,M01,I01,S04,clear,0,4.8368197e-06,0,low
2024-06-18,M01,I01,S04,clear,0,2.0862122e-05,0,low
2024-06-19,M01,I01,S04,cloudy,0,1.160239e-06,0,low
2024-06-20,M01,I01,S04,cloudy,0,1.1853466e-05,0,low
2024-06-21,M01,I01,S04,cloudy,0,3.3999959e-06,0,low
2024-06-22,M01,I01,S04,cloudy,0,1.5073051e-06,0,low
2024-06-23,M01,I01,S04,clear,0,2.2702272e-06,0,low
2024-06-24,M01,I01,S04,white_wind,0,2.7363652e-05,0,low
2024-06-25,M01,I01,S04,white_wind,0,6.230405e-06,0,low
2024-06-26,M01,I01,S04,cloudy,0,8.474349e-06,0,low
2024-06-27,M01,I01,S04,cloudy,0,1.96538e-05,0,low
2024-06-28,M01,I01,S04,clear,0,1.1891408e-05,0,low
2024-06-29,M01,I01,S04,cloudy,0,1.7681365e-06,0,low
2024-06-30,M01,I01,S04,clear,0,7.477396e-06,0,low
2024-07-01,M01,I01,S04,clear,0,2.353304e-05,0,low
2024-07-02,M01,I01,S04,cloudy,0,1.2186968e-06,0,low
2024-07-03,M01,I01,S04,clear,0,2.2012782e-06,0,low
2024-07-04,M01,I01,S04,cloudy,0,2.0959198e-05,0,low
2024-07-05,M01,I01,S04,white_wind,0,5.444687e-06,0,low
2024-07-06,M01,I01,S04,white_wind,0,7.121639e-06,0,low
2024-07-07,M01,I01,S04,clear,0,1.2517228e-05,0,low
2024-07-08,M01,I01,S04,cloudy,0,3.0796647e-05,0,low
2024-07-09,M01,I01,S04,cloudy,0,1.0195265e-05,0,low
2024-07-10,M01,I01,S04,white_wind,0,8.709357e-06,0,low
2024-07-11,M01,I01,S04,cloudy,0,1.4833401e-05,0,low
2024-07-12,M01,I01,S04,clear,0,1.9357144e-06,0,low
2024-07-13,M01,I01,S04,cloudy,0,6.374998e-06,0,low
2024-07-14,M01,I01,S04,cloudy,0,1.4174268e-05,0,low
2024-07-15,M01,I01,S04,cloudy,0,7.1289105e-06,0,low
2024-07-16,M01,I01,S04,cloudy,0,3.6131544e-06,0,low
2024-07-17,M01,I01,S04,white_wind,0,7.970079e-06,0,low
2024-07-18,M01,I01,S04,clear,0,1.01804e-05,0,low
2024-07-19,M01,I01,S04,clear,0,5.6278036e-06,0,low
2024-07-20,M01,I01,S04,white_wind,0,2.0318405e-06,0,low
2024-07-21,M01,I01,S04,white_wind,0,6.2598624e-06,0,low
2024-07-22,M01,I01,S04,cloudy,0,6.804947e-07,0,low
2024-07-23,M01,I01,S04,cloudy,0,1.4882982e-05,0,low
2024-07-24,M01,I01,S04,cloudy,0,9.10558e-06,0,low
2024-07-25,M01,I01,S04,cloudy,0,8.631433e-06,0,low
2024-07-26,M01,I01,S04,white_wind,0,9.74037e-06,0,low
2024-07-27,M01,I01,S04,cloudy,0,7.3501274e-06,0,low
2024-07-28,M01,I01,S04,white_wind,0,8.80089e-06,0,low
2024-07-29,M01,I01,S04,cloudy,0,1.0958294e-05,0,low
2024-07-30,M01,I01,S04,white_wind,0,7.69801e-06,0,low
2024-07-31,M01,I01,S04,cloudy,0,2.0420026e-05,0,low
2024-08-01,M01,I01,S04,cloudy,0,7.961503e-06,0,low
2024-08-02,M01,I01,S04,clear,0,2.7341246e-05,0,low
2024-08-03,M01,I01,S04,cloudy,0,1.5054925e-05,0,low
2024-08-04,M01,I01,S04,white_wind,0,8.03485e-06,0,low
2024-08-05,M01,I01,S04,cloudy,0,6.495818e-06,0,low
2024-08-06,M01,I01,S04,cloudy,0,6.7954206e-06,0,low
2024-08-07,M01,I01,S04,white_wind,0,1.1174223e-05,0,low
2024-08-08,M01,I01,S04,white_wind,0,4.7526708e-05,0,low
2024-08-09,M01,I01,S04,white_wind,0,3.1270185e-05,0,low
2024-08-10,M01,I01,S04,clear,0,5.999391e-06,0,low
2024-08-11,M01,I01,S04,white_wind,0,1.007469e-05,0,low
2024-08-12,M01,I01,S04,cloudy,0,5.7538005e-06,0,low
2024-08-13,M01,I01,S04,cloudy,0,1.1048875e-05,0,low
2024-08-14,M01,I01,S04,cloudy,0,2.0003513e-06,0,low
2024-08-15,M01,I01,S04,clear,0,2.6227588e-06,0,low
2024-08-16,M01,I01,S04,cloudy,0,7.5082658e-06,0,low
2024-08-17,M01,I01,S04,white_wind,0,2.1410782e-05,0,low
2024-08-18,M01,I01,S04,cloudy,0,1.36030085e-05,0,low
2024-08-19,M01,I01,S04,white_wind,0,8.788519e-06,0,low
2024-08-20,M01,I01,S04,cloudy,0,2.2992692e-05,0,low
2024-08-21,M01,I01,S04,clear,0,9.88114e-06,0,low
2024-08-22,M01,I01,S04,clear,0,2.3596302e-05,0,low
2024-08-23,M01,I01,S04,white_wind,0,1.2757607e-05,0,low
2024-08-24,M01,I01,S04,clear,0,1.4052046e-05,0,low
2024-08-25,M01,I01,S04,white_wind,0,2.7468548e-05,0,low
2024-08-26,M01,I01,S04,white_wind,0,2.7856757e-05,0,low
2024-08-27,M01,I01,S04,cloudy,0,5.6513336e-06,0,low
2024-08-28,M01,I01,S04,white_wind,0,8.196799e-06,0,low
2024-08-29,M01,I01,S04,clear,0,8.306424e-06,0,low
2024-08-30,M01,I01,S04,white_wind,0,1.874692e-05,0,low
2024-08-31,M01,I01,S04,white_wind,0,1.7039027e-05,0,low
2024-09-01,M01,I01,S04,white_wind,0,6.3468447e-06,0,low
2024-09-02,M01,I01,S04,cloudy,0,1.4895675e-05,0,low
2024-09-03,M01,I01,S04,cloudy,0,3.839087e-06,0,low
2024-09-04,M01,I01,S04,white_wind,0,2.4940125e-06,0,low
2024-09-05,M01,I01,S04,white_wind,0,1.1728987e-05,0,low
2024-09-06,M01,I01,S04,white_wind,0,1.2111865e-05,0,low
2024-09-07,M01,I01,S04,white_wind,0,5.6929907e-06,0,low
2024-09-08,M01,I01,S04,white_wind,0,1.1247951e-05,0,low
2024-09-09,M01,I01,S04,white_wind,0,1.7706354e-05,0,low
2024-09-10,M01,I01,S04,white_wind,0,7.6133783e-06,0,low
2024-09-11,M01,I01,S04,cloudy,0,1.2972727e-05,0,low
2024-09-12,M01,I01,S04,white_wind,0,9.4382085e-06,0,low
2024-09-13,M01,I01,S04,white_wind,0,1.6467398e-05,0,low
2024-09-14,M01,I01,S04,cloudy,0,5.2871715e-06,0,low
2024-09-15,M01,I01,S04,white_wind,0,2.116974e-05,0,low
2024-09-16,M01,I01,S04,white_wind,0,2.818525e-05,0,low
2024-09-17,M01,I01,S04,cloudy,0,4.980068e-06,0,low
2024-09-18,M01,I01,S04,cloudy,0,1.3087608e-05,0,low
2024-09-19,M01,I01,S04,white_wind,0,1.6226082e-05,0,low
2024-09-20,M01,I01,S04,white_wind,0,2.1622849e-05,0,low
2024-09-21,M01,I01,S04,white_wind,0,6.213784e-06,0,low
2024-09-22,M01,I01,S04,white_wind,0,1.9970266e-05,0,low
2024-09-23,M01,I01,S04,white_wind,0,1.3182746e-05,0,low
2024-09-24,M01,I01,S04,white_wind,0,1.2540325e-05,0,low
2024-09-25,M01,I01,S04,white_wind,0,1.2865761e-05,0,low
2024-09-26,M01,I01,S04,white_wind,0,1.9235695e-05,0,low
2024-09-27,M01,I01,S04,white_wind,0,4.3286993e-05,0,low
2024-09-28,M01,I01,S04,white_wind,0,3.5324538e-05,0,low
2024-09-29,M01,I01,S04,white_wind,0,2.2321412e-05,0,low
2024-09-30,M01,I01,S04,white_wind,0,1.8034269e-05,0,low
2024-10-01,M01,I01,S04,white_wind,0,2.1668613e-05,0,low
2024-10-02,M01,I01,S04,white_wind,0,1.3401175e-05,0,low
2024-10-03,M01,I01,S04,white_wind,0,3.0304753e-05,0,low
2024-10-04,M01,I01,S04,white_wind,0,1.5519901e-05,0,low
2024-10-05,M01,I01,S04,white_wind,0,2.3527948e-05,0,low
2024-10-06,M01,I01,S04,white_wind,0,2.6954567e-05,0,low
2024-10-07,M01,I01,S04,white_wind,0,1.5750746e-05,0,low
2024-10-08,M01,I01,S04,white_wind,0,3.4168734e-05,0,low
2024-10-09,M01,I01,S04,white_wind,0,1.9833764e-05,0,low
2024-10-10,M01,I01,S04,cloudy,0,2.5638907e-05,0,low
2024-10-11,M01,I01,S04,white_wind,0,8.882596e-06,0,low
2024-10-12,M01,I01,S04,white_wind,0,9.751486e-06,0,low
2024-10-13,M01,I01,S04,white_wind,0,2.1438875e-05,0,low
2024-10-14,M01,I01,S04,white_wind,0,8.165365e-06,0,low
2024-10-15,M01,I01,S04,cloudy,0,3.84352e-06,0,low
2024-10-16,M01,I01,S04,clear,0,2.0395403e-06,0,low
2024-10-17,M01,I01,S04,white_wind,0,1.5305104e-05,0,low
2024-10-18,M01,I01,S04,white_wind,0,2.509561e-05,0,low
2024-10-19,M01,I01,S04,cloudy,0,2.0010211e-06,0,low
2024-10-20,M01,I01,S04,white_wind,0,1.3716472e-05,0,low
2024-10-21,M01,I01,S04,cloudy,0,2.9898924e-06,0,low
2024-10-22,M01,I01,S04,white_wind,0,2.4900341e-06,0,low
2024-10-23,M01,I01,S04,cloudy,0,2.3051052e-06,0,low
2024-10-24,M01,I01,S04,white_wind,0,1.7239117e-05,0,low
2024-10-25,M01,I01,S04,white_wind,0,9.124399e-06,0,low
2024-10-26,M01,I01,S04,cloudy,0,7.3504575e-06,0,low
2024-10-27,M01,I01,S04,cloudy,0,1.6153655e-05,0,low
2024-10-28,M01,I01,S04,cloudy,0,3.3120689e-06,0,low
2024-10-29,M01,I01,S04,white_wind,0,2.7173768e-05,0,low
2024-10-30,M01,I01,S04,cloudy,0,1.4200487e-05,0,low
2024-10-31,M01,I01,S04,white_wind,0,2.7194663e-05,0,low
2024-11-01,M01,I01,S04,cloudy,0,2.7401125e-05,0,low
2024-11-02,M01,I01,S04,white_wind,0,1.8789644e-05,0,low
2024-11-03,M01,I01,S04,white_wind,0,5.9556918e-05,0,low
2024-11-04,M01,I01,S04,white_wind,0,3.3593267e-05,0,low
2024-11-05,M01,I01,S04,white_wind,0,3.7726393e-05,0,low
2024-11-06,M01,I01,S04,white_wind,0,3.5917325e-05,0,low
2024-11-07,M01,I01,S04,white_wind,0,7.82124e-05,0,low
2024-11-08,M01,I01,S04,white_wind,0,4.4653556e-05,0,low
2024-11-09,M01,I01,S04,white_wind,0,1.8012595e-05,0,low
2024-11-10,M01,I01,S04,white_wind,0,3.9954e-05,0,low
2024-11-11,M01,I01,S04,cloudy,0,2.0559091e-05,0,low
2024-11-12,M01,I01,S04,white_wind,0,4.2224336e-05,0,low
2024-11-13,M01,I01,S04,white_wind,0,3.3886678e-05,0,low
2024-11-14,M01,I01,S04,cloudy,0,1.8076404e-05,0,low
2024-11-15,M01,I01,S04,clear,0,2.1574384e-05,0,low
2024-11-16,M01,I01,S04,cloudy,0,4.6497908e-06,0,low
2024-11-17,M01,I01,S04,cloudy,0,3.7346737e-05,0,low
2024-11-18,M01,I01,S04,white_wind,0,4.7001933e-05,0,low
2024-11-19,M01,I01,S04,white_wind,0,2.7156877e-05,0,low
2024-11-20,M01,I01,S04,cloudy,0,2.56392e-05,0,low
2024-11-21,M01,I01,S04,white_wind,0,4.5382374e-05,0,low
2024-11-22,M01,I01,S04,white_wind,0,4.9092516e-05,0,low
2024-11-23,M01,I01,S04,white_wind,0,2.8992861e-05,0,low
2024-11-24,M01,I01,S04,cloudy,0,2.7378821e-05,0,low
2024-11-25,M01,I01,S04,cloudy,0,6.54456e-05,0,low
2024-11-26,M01,I01,S04,cloudy,0,1.3013308e-05,0,low
2024-11-27,M01,I01,S04,cloudy,0,9.908676e-06,0,low
2024-11-28,M01,I01,S04,cloudy,0,2.3300905e-05,0,low
2024-11-29,M01,I01,S04,cloudy,0,1.9858748e-05,0,low
2024-11-30,M01,I01,S04,white_wind,0,8.613703e-06,0,low
2024-12-01,M01,I01,S04,clear,0,3.195687e-05,0,low
2024-12-02,M01,I01,S04,white_wind,0,1.5586053e-05,0,low
2024-12-03,M01,I01,S04,white_wind,0,3.7698446e-05,0,low
2024-12-04,M01,I01,S04,cloudy,0,1.4485647e-05,0,low
2024-12-05,M01,I01,S04,cloudy,0,3.0751013e-05,0,low
2024-12-06,M01,I01,S04,cloudy,0,2.4019317e-05,0,low
2024-12-07,M01,I01,S04,clear,0,6.6451685e-05,0,low
2024-12-08,M01,I01,S04,white_wind,0,3.502432e-05,0,low
2024-12-09,M01,I01,S04,white_wind,0,3.9860835e-05,0,low
2024-12-10,M01,I01,S04,clear,0,7.791003e-05,0,low
2024-12-11,M01,I01,S04,cloudy,0,4.4149433e-06,0,low
2024-12-12,M01,I01,S04,white_wind,0,1.8656852e-05,0,low
2024-12-13,M01,I01,S04,cloudy,0,3.1344258e-05,0,low
2024-12-14,M01,I01,S04,clear,0,1.3566088e-05,0,low
2024-12-15,M01,I01,S04,clear,0,9.07611e-05,0,low
2024-12-16,M01,I01,S04,white_wind,0,4.960803e-05,0,low
2024-12-17,M01,I01,S04,clear,0,5.5810997e-05,0,low
2024-12-18,M01,I01,S04,cloudy,0,5.3937536e-05,0,low
2024-12-19,M01,I01,S04,clear,0,6.238727e-05,0,low
2024-12-20,M01,I01,S04,cloudy,0,2.1237925e-05,0,low
2024-12-21,M01,I01,S04,cloudy,0,9.060813e-06,0,low
2024-12-22,M01,I01,S04,cloudy,0,2.8528316e-06,0,low
2024-12-23,M01,I01,S04,clear,0,3.734453e-05,0,low
2024-12-24,M01,I01,S04,white_wind,0,4.0595305e-06,0,low
2024-12-25,M01,I01,S04,cloudy,0,1.1081377e-05,0,low
2024-12-26,M01,I01,S04,cloudy,0,5.1964284e-06,0,low
2024-12-27,M01,I01,S04,clear,0,1.4626069e-05,0,low
2024-12-28,M01,I01,S04,cloudy,0,9.558327e-06,0,low
2024-12-29,M01,I01,S04,cloudy,0,1.5587153e-05,0,low
2024-12-30,M01,I01,S04,cloudy,0,9.8878045e-06,0,low
2024-12-31,M01,I01,S04,cloudy,0,3.307086e-05,0,low
2025-01-01,M01,I01,S04,white_wind,0,4.464385e-05,0,low
2025-01-02,M01,I01,S04,white_wind,0,2.7931346e-05,0,low
2025-01-03,M01,I01,S04,clear,0,8.8689674e-05,0,low
2025-01-04,M01,I01,S04,clear,0,1.8493227e-05,0,low
2025-01-05,M01,I01,S04,cloudy,0,0.00017967695,0,low
2025-01-06,M01,I01,S04,clear,0,4.8891623e-05,0,low
2025-01-07,M01,I01,S04,clear,0,0.000206464,0,low
2025-01-08,M01,I01,S04,clear,0,0.00011844819,0,low
2025-01-09,M01,I01,S04,white_wind,0,5.313205e-05,0,low
2025-01-10,M01,I01,S04,white_wind,0,4.3544977e-05,0,low
2025-01-11,M01,I01,S04,clear,0,6.493955e-05,0,low
2025-01-12,M01,I01,S04,clear,0,0.00010259566,0,low
2025-01-13,M01,I01,S04,clear,0,0.000119100114,0,low
2025-01-14,M01,I01,S04,cloudy,0,6.412815e-05,0,low
2025-01-15,M01,I01,S04,clear,0,0.00037202594,0,low
2025-01-16,M01,I01,S04,clear,0,7.8687815e-05,0,low
2025-01-17,M01,I01,S04,clear,0,0.00015758931,0,low
2025-01-18,M01,I01,S04,cloudy,0,5.9936094e-05,0,low
2025-01-19,M01,I01,S04,cloudy,0,2.6628253e-05,0,low
2025-01-20,M01,I01,S04,clear,0,3.8187212e-05,0,low
2025-01-21,M01,I01,S04,clear,0,4.5702673e-05,0,low
2025-01-22,M01,I01,S04,cloudy,0,1.6407721e-05,0,low
2025-01-23,M01,I01,S04,clear,0,5.196168e-05,0,low
2025-01-24,M01,I01,S04,cloudy,0,4.741427e-06,0,low
2025-01-25,M01,I01,S04,white_wind,0,9.203972e-06,0,low
2025-01-26,M01,I01,S04,clear,0,1.2758642e-05,0,low
2025-01-27,M01,I01,S04,clear,0,1.4028011e-05,0,low
2025-01-28,M01,I01,S04,clear,0,2.0780948e-05,0,low
2025-01-29,M01,I01,S04,cloudy,0,6.20234e-06,0,low
2025-01-30,M01,I01,S04,clear,0,4.7577316e-05,0,low
2025-01-31,M01,I01,S04,clear,0,4.7995287e-05,0,low
2025-02-01,M01,I01,S04,clear,0,4.3671145e-05,0,low
2025-02-02,M01,I01,S04,cloudy,0,5.7477304e-05,0,low
2025-02-03,M01,I01,S04,clear,0,3.198135e-05,0,low
